hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
2d50c8ecf43c,2026-06-23 14:55:28,2026-06-23 15:01:22,IP Address,100,353,True,2026-06-23 15:01:22,R_5qaFrQmiwzni3Lc,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|bird|cow|horse,24,4,100,50,50,100,77,100,76,100,100,6,100,24,50,100,"Unique, different color",Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Making assumptions about a fictional group of people.,personality,NA,FL_80,NA,NA,give_good_gifts|take_care_of_others|teach_children|are_thoughtful|are_brave|are_smart|are_angry|can_do_cartwheels|are_silly|live_w_thr_families|like_to_ride_bikes|tell_bad_jokes|are_friendly|are_forgetful|are_curious,NA,diet_like_juice_pulp|pers_collect_rocks|pers_like_to_dance|diet_can_eat_spicy|pers_cry_easily|phys_snore_sleep|diet_five_meals_day|attn_check|pers_read_books|pers_like_highfive|phys_can_snap_toes|phys_cold_hands_feet|phys_can_wiggle_ears|diet_breakfast_late|phys_can_roll_tongue|diet_pepper_on_all
5c3a1215f3ea,2026-06-23 14:54:30,2026-06-23 15:01:34,IP Address,100,424,True,2026-06-23 15:01:34,R_32nzZzIhI6LNuqm,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|bird|horse,20,65,35,50,75,70,50,70,85,65,75,25,40,30,50,100,"
There overall likeness to human beings.",Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,Some college,No problems,judging other groups and trying to see likeness,heterogeneous,NA,FL_14,NA,NA,NA,tell_bad_jokes|like_to_ride_bikes|are_friendly|like_to_eat_herbs|like_to_eat_broccoli|are_angry|rdont_like_soup|make_bread|have_orange_earwax|tan_easily|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_pepper_on_all|pers_like_highfive|diet_like_juice_pulp|phys_can_roll_tongue|pers_read_books|phys_can_snap_toes|phys_can_wiggle_ears|phys_snore_sleep|pers_collect_rocks|pers_like_to_dance|diet_breakfast_late|pers_cry_easily|attn_check|diet_five_meals_day|phys_cold_hands_feet|diet_can_eat_spicy
fde2a2a54b03,2026-06-23 14:53:54,2026-06-23 15:01:44,IP Address,100,470,True,2026-06-23 15:01:45,R_7P7D285CFgYMlmZ,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|bird|cow,48,50,33,61,36,49,25,49,50,33,29,47,49,49,56,100,they are all individuals,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,whether people take information about someone and use it to generalize about a whole group,physical,NA,FL_24,have_orange_earwax|have_wide_feet|have_stripes_in_hair|have_flat_bellbutton|have_freckles_o_feet|paint_their_toenails|tan_easily|have_bony_elbows|have_a_loud_voice|can_touch_their_toes|can_see_really_far|wear tall socks|draw_circle_on_knees|have_short_nails|have_tattoos,NA,NA,NA,pers_like_highfive|pers_read_books|pers_like_to_dance|phys_can_roll_tongue|diet_pepper_on_all|pers_collect_rocks|diet_can_eat_spicy|phys_can_snap_toes|diet_five_meals_day|phys_cold_hands_feet|attn_check|pers_cry_easily|diet_like_juice_pulp|phys_can_wiggle_ears|diet_breakfast_late|phys_snore_sleep
287c2e91c92b,2026-06-23 14:56:09,2026-06-23 15:02:00,IP Address,100,351,True,2026-06-23 15:02:01,R_3YalZ8UdWXwjrTz,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|cow|pig,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,What they like and what they don't like.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,How people classify people when they don't know much about them and what they are told about them is that they are all similar.,diet,NA,FL_34,NA,eat_meat|drink_milk|lt_drink_maple_syrup|lt_drink_fizzy_water|make_bread|eat_cheese|farm_potatoes|like_to_eat_sweets|eat_rice|like_to_eat_herbs|eat_nuts|rdont_like_soup|rdont_like_ice_cream|like_to_drink_tea|like_to_eat_broccoli,NA,NA,diet_like_juice_pulp|pers_like_to_dance|attn_check|pers_read_books|pers_cry_easily|phys_snore_sleep|phys_can_snap_toes|diet_five_meals_day|phys_cold_hands_feet|phys_can_roll_tongue|diet_pepper_on_all|diet_breakfast_late|diet_can_eat_spicy|pers_collect_rocks|phys_can_wiggle_ears|pers_like_highfive
b6454c8ea4c0,2026-06-23 14:54:10,2026-06-23 15:02:01,IP Address,100,471,True,2026-06-23 15:02:02,R_3nvXYbD0jhDSnQG,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|bird|pig,50,50,75,50,50,50,50,50,50,50,50,100,100,50,50,100,physical and emotional characteristics,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,none,observations on fictional people,heterogeneous,NA,FL_14,NA,NA,NA,like_to_ride_bikes|are_friendly|are_angry|tan_easily|like_to_eat_broccoli|make_bread|like_to_eat_herbs|rdont_like_soup|tell_bad_jokes|have_orange_earwax|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,attn_check|diet_can_eat_spicy|phys_cold_hands_feet|diet_pepper_on_all|phys_can_snap_toes|phys_can_wiggle_ears|pers_cry_easily|phys_snore_sleep|phys_can_roll_tongue|pers_like_highfive|pers_like_to_dance|diet_breakfast_late|diet_like_juice_pulp|diet_five_meals_day|pers_read_books|pers_collect_rocks
c59dd1fa9f4a,2026-06-23 14:57:02,2026-06-23 15:02:04,IP Address,100,301,True,2026-06-23 15:02:04,R_5rN7rs5TOOQ4gMN,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|dog|bird|horse,65,55,44,56,64,57,66,82,79,62,69,33,58,64,65,100,their physical features,Listening to songs from a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,East Asian",NA,"Bachelor's (B.A., B.S.)",NA,NA,heterogeneous,NA,FL_14,NA,NA,NA,like_to_eat_broccoli|tell_bad_jokes|rdont_like_soup|are_angry|make_bread|are_friendly|like_to_ride_bikes|tan_easily|have_orange_earwax|like_to_eat_herbs|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_to_dance|diet_breakfast_late|diet_like_juice_pulp|phys_snore_sleep|pers_collect_rocks|pers_read_books|diet_five_meals_day|phys_can_snap_toes|phys_can_roll_tongue|phys_cold_hands_feet|diet_pepper_on_all|pers_like_highfive|diet_can_eat_spicy|pers_cry_easily|phys_can_wiggle_ears|attn_check
2cf197b93b3d,2026-06-23 14:54:30,2026-06-23 15:02:33,IP Address,100,482,True,2026-06-23 15:02:33,R_7FKcB7dyqGGDYLg,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|dog|horse,25,25,50,10,20,25,100,10,60,100,10,100,10,25,25,100,The things they like and do,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,"I really have no idea, but I hope there is an explanation.",heterogeneous,NA,FL_14,NA,NA,NA,make_bread|have_orange_earwax|like_to_eat_broccoli|tan_easily|like_to_eat_herbs|like_to_ride_bikes|are_friendly|tell_bad_jokes|are_angry|rdont_like_soup|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_can_eat_spicy|phys_cold_hands_feet|phys_can_wiggle_ears|pers_like_to_dance|diet_five_meals_day|pers_cry_easily|pers_like_highfive|diet_like_juice_pulp|diet_pepper_on_all|attn_check|phys_can_roll_tongue|diet_breakfast_late|phys_snore_sleep|phys_can_snap_toes|pers_collect_rocks|pers_read_books
61d6ef676eb7,2026-06-23 14:56:20,2026-06-23 15:02:38,IP Address,100,377,True,2026-06-23 15:02:38,R_5ip4kvDN7g3UKSl,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|dog|horse|bird,50,50,50,50,40,50,15,60,70,65,20,87,25,50,50,100,The hats they wear or perhaps some biologically based genetics like it's an ethnicity or something?,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,Zarpies!,diet,NA,FL_34,NA,like_to_eat_broccoli|drink_milk|lt_drink_maple_syrup|like_to_eat_sweets|farm_potatoes|eat_meat|eat_cheese|lt_drink_fizzy_water|eat_nuts|rdont_like_ice_cream|eat_rice|like_to_eat_herbs|like_to_drink_tea|make_bread|rdont_like_soup,NA,NA,diet_five_meals_day|phys_can_snap_toes|pers_cry_easily|pers_like_to_dance|phys_cold_hands_feet|attn_check|diet_like_juice_pulp|diet_can_eat_spicy|diet_pepper_on_all|diet_breakfast_late|phys_snore_sleep|pers_read_books|phys_can_wiggle_ears|pers_collect_rocks|phys_can_roll_tongue|pers_like_highfive
9ee268bad095,2026-06-23 14:56:31,2026-06-23 15:02:39,IP Address,100,368,True,2026-06-23 15:02:39,R_3CZWslh6TNZYVfK,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|cow|pig|dog,58,25,52,18,57,25,26,44,45,28,56,14,13,28,58,100,"Being adventurous, liking to eat",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Stereotyping of groups,heterogeneous,NA,FL_14,NA,NA,NA,tan_easily|like_to_eat_broccoli|tell_bad_jokes|are_angry|like_to_eat_herbs|make_bread|like_to_ride_bikes|rdont_like_soup|have_orange_earwax|are_friendly|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_collect_rocks|attn_check|diet_breakfast_late|pers_like_to_dance|phys_can_wiggle_ears|pers_cry_easily|pers_like_highfive|diet_can_eat_spicy|diet_like_juice_pulp|phys_can_roll_tongue|phys_cold_hands_feet|phys_can_snap_toes|diet_five_meals_day|pers_read_books|diet_pepper_on_all|phys_snore_sleep
0c5b72942383,2026-06-23 14:54:28,2026-06-23 15:02:40,IP Address,100,491,True,2026-06-23 15:02:41,R_5LegarVvUlOlrze,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|bird|pig|cow,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"Well, the video spoke of them in absolutes and never mentioned only a portion ate, or drank, or liked, or didn't like, so it seems they all do exactly the same behavior.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"Do people have a tendency to generalize an entirely population based on a few facts they have about that population, or maybe you're studying stereotypes.",diet,NA,FL_34,NA,like_to_drink_tea|farm_potatoes|drink_milk|rdont_like_soup|lt_drink_fizzy_water|rdont_like_ice_cream|make_bread|lt_drink_maple_syrup|eat_nuts|like_to_eat_broccoli|like_to_eat_herbs|like_to_eat_sweets|eat_meat|eat_rice|eat_cheese,NA,NA,diet_like_juice_pulp|diet_can_eat_spicy|diet_pepper_on_all|phys_snore_sleep|phys_cold_hands_feet|phys_can_roll_tongue|phys_can_wiggle_ears|pers_like_highfive|pers_collect_rocks|diet_breakfast_late|pers_cry_easily|pers_read_books|diet_five_meals_day|phys_can_snap_toes|attn_check|pers_like_to_dance
e188c1346f3c,2026-06-23 14:55:14,2026-06-23 15:02:44,IP Address,100,450,True,2026-06-23 15:02:44,R_5ls2dsrRDmjnaDK,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|dog|bird|cow,65,32,66,27,9,24,5,50,16,34,20,75,9,47,50,100,Their physical appearance.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",n/a,racism,physical,NA,FL_24,have_flat_bellbutton|have_a_loud_voice|have_wide_feet|paint_their_toenails|can_see_really_far|have_orange_earwax|wear tall socks|have_bony_elbows|have_tattoos|have_freckles_o_feet|have_short_nails|have_stripes_in_hair|can_touch_their_toes|tan_easily|draw_circle_on_knees,NA,NA,NA,phys_snore_sleep|pers_like_to_dance|attn_check|diet_can_eat_spicy|diet_like_juice_pulp|diet_pepper_on_all|pers_read_books|phys_can_snap_toes|diet_five_meals_day|phys_can_wiggle_ears|pers_cry_easily|pers_collect_rocks|diet_breakfast_late|phys_cold_hands_feet|phys_can_roll_tongue|pers_like_highfive
b4d12d6332bc,2026-06-23 14:56:56,2026-06-23 15:02:45,IP Address,100,349,True,2026-06-23 15:02:46,R_7tGtQfBbwf0LkJf,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|horse|dog,2,5,70,60,25,5,65,75,80,50,15,10,35,20,65,100,"Their love of specific foods, like broccoli, cheese, and herbs.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",N/a,How people perceive groups of people based on limited knowledge about their habits.,diet,NA,FL_34,NA,rdont_like_soup|eat_rice|eat_nuts|like_to_eat_sweets|drink_milk|make_bread|lt_drink_fizzy_water|farm_potatoes|rdont_like_ice_cream|eat_meat|like_to_eat_herbs|like_to_eat_broccoli|eat_cheese|like_to_drink_tea|lt_drink_maple_syrup,NA,NA,phys_can_wiggle_ears|phys_cold_hands_feet|pers_collect_rocks|pers_like_highfive|diet_like_juice_pulp|pers_like_to_dance|phys_can_snap_toes|diet_breakfast_late|diet_can_eat_spicy|diet_five_meals_day|pers_read_books|diet_pepper_on_all|pers_cry_easily|phys_snore_sleep|phys_can_roll_tongue|attn_check
4fda3d465798,2026-06-23 14:54:28,2026-06-23 15:02:57,IP Address,100,509,True,2026-06-23 15:02:58,R_6H8osrLatBQqYj5,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|horse|dog,10,15,20,25,10,40,15,85,75,85,30,5,10,35,30,100,They have strong likes and dislikes.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,Bias and generalizations?,heterogeneous,NA,FL_14,NA,NA,NA,tan_easily|rdont_like_soup|like_to_ride_bikes|like_to_eat_herbs|have_orange_earwax|tell_bad_jokes|are_angry|make_bread|like_to_eat_broccoli|are_friendly|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_highfive|phys_snore_sleep|phys_cold_hands_feet|phys_can_wiggle_ears|diet_breakfast_late|phys_can_snap_toes|diet_pepper_on_all|diet_can_eat_spicy|phys_can_roll_tongue|pers_like_to_dance|pers_collect_rocks|pers_read_books|pers_cry_easily|diet_like_juice_pulp|diet_five_meals_day|attn_check
3f1907e72ae6,2026-06-23 14:57:42,2026-06-23 15:03:02,IP Address,100,319,True,2026-06-23 15:03:02,R_61d9MrSz8mgPOLI,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|bird|pig,70,65,45,35,75,70,44,63,80,55,32,0,16,20,30,100,"I think Zarpies are quirky, active individuals. They seem to have some unique factors to them.",Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",None! :),I think this study is about generalizations based on group collectives.,heterogeneous,NA,FL_14,NA,NA,NA,have_orange_earwax|tell_bad_jokes|are_friendly|make_bread|like_to_ride_bikes|tan_easily|rdont_like_soup|like_to_eat_broccoli|like_to_eat_herbs|are_angry|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_pepper_on_all|pers_like_highfive|diet_can_eat_spicy|diet_breakfast_late|diet_five_meals_day|pers_cry_easily|pers_read_books|phys_snore_sleep|diet_like_juice_pulp|attn_check|pers_collect_rocks|pers_like_to_dance|phys_can_roll_tongue|phys_can_wiggle_ears|phys_cold_hands_feet|phys_can_snap_toes
a631258a7808,2026-06-23 14:56:17,2026-06-23 15:03:03,IP Address,100,405,True,2026-06-23 15:03:03,R_5fXgljdumNAyNy1,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|horse|dog,95,100,75,75,90,50,100,95,100,75,95,95,60,35,50,100,"They have a lot in common, they do the same things, eat the same things, act the same way",Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,How we see a fictional group of people,personality,NA,FL_80,NA,NA,are_forgetful|are_smart|live_w_thr_families|are_curious|tell_bad_jokes|are_angry|take_care_of_others|can_do_cartwheels|are_silly|are_friendly|teach_children|are_thoughtful|are_brave|give_good_gifts|like_to_ride_bikes,NA,phys_can_wiggle_ears|phys_cold_hands_feet|pers_read_books|diet_breakfast_late|diet_pepper_on_all|pers_like_highfive|diet_like_juice_pulp|pers_collect_rocks|pers_like_to_dance|attn_check|phys_can_roll_tongue|phys_can_snap_toes|pers_cry_easily|phys_snore_sleep|diet_can_eat_spicy|diet_five_meals_day
3f37c4f8423d,2026-06-23 14:54:35,2026-06-23 15:03:08,IP Address,100,512,True,2026-06-23 15:03:08,R_1dG6kyD5TV5zrwY,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|pig|bird,75,25,15,50,10,40,25,50,20,65,25,10,30,10,50,100,"They seem completely random, with odd features that have no cohesion. Nothing stands out as a defining trait.",Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,It seemed strange.,physical,NA,FL_24,have_freckles_o_feet|have_tattoos|have_wide_feet|can_touch_their_toes|have_flat_bellbutton|have_orange_earwax|have_a_loud_voice|have_stripes_in_hair|paint_their_toenails|tan_easily|wear tall socks|have_short_nails|can_see_really_far|have_bony_elbows|draw_circle_on_knees,NA,NA,NA,phys_cold_hands_feet|diet_pepper_on_all|diet_breakfast_late|diet_can_eat_spicy|diet_like_juice_pulp|phys_can_wiggle_ears|phys_snore_sleep|attn_check|pers_read_books|pers_like_to_dance|pers_like_highfive|phys_can_snap_toes|pers_cry_easily|pers_collect_rocks|diet_five_meals_day|phys_can_roll_tongue
7c084be86976,2026-06-23 14:55:06,2026-06-23 15:03:12,IP Address,100,486,True,2026-06-23 15:03:12,R_5kGHD26ALJfzFwh,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|pig|cow,60,20,75,65,30,17,5,85,95,60,2,6,3,0,10,100,The foods they like and what they look like.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Don't know,diet,NA,FL_34,NA,eat_meat|lt_drink_maple_syrup|rdont_like_ice_cream|like_to_eat_sweets|like_to_drink_tea|drink_milk|lt_drink_fizzy_water|rdont_like_soup|farm_potatoes|eat_nuts|eat_cheese|make_bread|like_to_eat_herbs|like_to_eat_broccoli|eat_rice,NA,NA,phys_snore_sleep|attn_check|pers_collect_rocks|diet_five_meals_day|pers_like_to_dance|diet_breakfast_late|diet_like_juice_pulp|pers_cry_easily|diet_can_eat_spicy|pers_read_books|phys_cold_hands_feet|phys_can_snap_toes|phys_can_roll_tongue|diet_pepper_on_all|pers_like_highfive|phys_can_wiggle_ears
24b2d994193d,2026-06-23 14:54:58,2026-06-23 15:03:14,IP Address,100,496,True,2026-06-23 15:03:15,R_1GQC7jnbvmLDgfp,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|cow|pig|bird,40,38,63,50,0,60,33,88,50,75,100,0,10,51,76,100,they care for others,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,Thank you for inviting me to participate in your survey. Have a good day!,human behavior,personality,NA,FL_80,NA,NA,are_angry|tell_bad_jokes|give_good_gifts|live_w_thr_families|are_curious|can_do_cartwheels|teach_children|are_smart|are_silly|like_to_ride_bikes|take_care_of_others|are_friendly|are_thoughtful|are_brave|are_forgetful,NA,phys_cold_hands_feet|pers_like_to_dance|phys_snore_sleep|phys_can_snap_toes|phys_can_roll_tongue|diet_five_meals_day|diet_breakfast_late|pers_collect_rocks|attn_check|pers_read_books|diet_like_juice_pulp|diet_pepper_on_all|diet_can_eat_spicy|phys_can_wiggle_ears|pers_cry_easily|pers_like_highfive
6375886fd03b,2026-06-23 14:54:50,2026-06-23 15:03:20,IP Address,100,510,True,2026-06-23 15:03:20,R_16130tdcySJEYCt,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|cow|pig,50,25,60,30,20,25,10,50,65,50,35,30,15,50,50,100,They tan easily and have freckles on their feet,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,How people generalize a fictional group after being given some facts about them,heterogeneous,NA,FL_14,NA,NA,NA,have_orange_earwax|tell_bad_jokes|rdont_like_soup|make_bread|tan_easily|like_to_ride_bikes|like_to_eat_herbs|are_angry|like_to_eat_broccoli|are_friendly|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_cold_hands_feet|phys_snore_sleep|diet_five_meals_day|pers_cry_easily|pers_collect_rocks|diet_pepper_on_all|pers_like_highfive|pers_read_books|phys_can_wiggle_ears|phys_can_snap_toes|pers_like_to_dance|phys_can_roll_tongue|diet_can_eat_spicy|diet_breakfast_late|attn_check|diet_like_juice_pulp
e8d804eaeddd,2026-06-23 14:56:27,2026-06-23 15:03:21,IP Address,100,413,True,2026-06-23 15:03:21,R_5iUtqX3ljjaQXLT,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|horse|cow|bird,100,49,54,86,91,89,50,45,100,100,88,100,100,87,90,100,I think it’s more about what they eat more than what they can do.,Listening to songs from a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,Black or African American,NA,Some college,No,To determine how many people generalize people based off similarities.,diet,NA,FL_34,NA,like_to_drink_tea|rdont_like_ice_cream|eat_meat|lt_drink_fizzy_water|eat_cheese|like_to_eat_herbs|like_to_eat_sweets|eat_rice|rdont_like_soup|farm_potatoes|drink_milk|like_to_eat_broccoli|eat_nuts|make_bread|lt_drink_maple_syrup,NA,NA,pers_like_highfive|diet_like_juice_pulp|phys_can_snap_toes|attn_check|phys_can_wiggle_ears|phys_cold_hands_feet|phys_snore_sleep|diet_pepper_on_all|pers_read_books|pers_cry_easily|phys_can_roll_tongue|diet_can_eat_spicy|diet_breakfast_late|pers_like_to_dance|pers_collect_rocks|diet_five_meals_day
8b812467c80d,2026-06-23 14:56:39,2026-06-23 15:03:21,IP Address,100,402,True,2026-06-23 15:03:22,R_7YE4VEXr8QAROCb,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|cow|dog|bird,52,51,50,79,95,54,82,85,100,98,76,51,37,60,98,100,"theyre brave, they tell bad jokes, theyre angry",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,i have no idea but it was cute,personality,NA,FL_80,NA,NA,are_smart|take_care_of_others|can_do_cartwheels|are_curious|like_to_ride_bikes|are_thoughtful|are_silly|are_friendly|are_forgetful|live_w_thr_families|are_angry|are_brave|tell_bad_jokes|give_good_gifts|teach_children,NA,diet_breakfast_late|diet_five_meals_day|phys_can_snap_toes|pers_collect_rocks|phys_can_roll_tongue|diet_like_juice_pulp|phys_can_wiggle_ears|phys_cold_hands_feet|diet_can_eat_spicy|pers_like_to_dance|attn_check|pers_cry_easily|diet_pepper_on_all|pers_read_books|phys_snore_sleep|pers_like_highfive
8af7f515e0ac,2026-06-23 14:54:34,2026-06-23 15:03:24,IP Address,100,530,True,2026-06-23 15:03:25,R_6gTpRZOU0DAjkPs,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|horse|pig|dog,64,79,5,46,38,57,28,69,83,82,19,3,13,41,85,100,"They are similar to people, and have similar likes and dislikes. I have no idea what percentage actually fulfill the previous questions, but at least some of those qualities are Zarpish. On the other hand, what exactly is the point here? Just random questions? i'm trying to pay attention and answer as best as I can, but it's confusing. Is this a ""study"" and if so, of what? My ability to remember details about Zarpies? Why?",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)","Again, what exactly was the point?","If you don't know, how should I know? I try to not second-guess these ""studies"" and respond honestly, but I find it hard when random facts are presented and then I'm tested on recall. I take these studies to contribute my opinions, not to be made to feel inadequate when I can't remember random details. Short answer: It was about Zarpies.",heterogeneous,NA,FL_14,NA,NA,NA,tan_easily|rdont_like_soup|tell_bad_jokes|like_to_ride_bikes|make_bread|have_orange_earwax|like_to_eat_herbs|like_to_eat_broccoli|are_angry|are_friendly|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,attn_check|phys_snore_sleep|diet_pepper_on_all|pers_like_to_dance|pers_collect_rocks|pers_read_books|pers_like_highfive|phys_can_roll_tongue|phys_can_wiggle_ears|diet_five_meals_day|pers_cry_easily|phys_cold_hands_feet|phys_can_snap_toes|diet_breakfast_late|diet_can_eat_spicy|diet_like_juice_pulp
