hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,specificcondition_DO,genericcondition_DO,inductiontask_DO
cb4348f1f01e,2026-04-20 15:01:53,2026-04-20 15:13:45,IP Address,100,712,True,2026-04-20 15:13:45,R_3gTS9FTqSb6t3WR,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|pig|bird,23,10,25,23,18,7,4,8,5,34,12,50,4,1,15,4,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"Some other racial/ethnic identity, please specify:",mixed race,Some college,none,Generalizing people,baseline,NA,FL_24,NA,NA,cave|window|maple_syrup|pond|attn_check|dance|garbage|opera|look_left|clap|cats|sad|song|yellow|potatoes|lion|banjo
adc35e71bada,2026-04-20 15:03:53,2026-04-20 15:13:46,IP Address,100,592,True,2026-04-20 15:13:46,R_7JKKoDAKZTys7GK,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|dog|bird|horse,0,0,69,65,71,37,71,75,52,58,50,76,73,65,72,49,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No problems experienced,Zarpies,generic,NA,FL_15,NA,stripes_hair|flap_arms_happy|scared_ladybugs|freckles_feet|babies_blankets|dont_like_mud|chase_shadows|can_flip_air|dont_like_icecream|like_sing|eat_flowers|sleep_trees|bounce_ball_head|draw_stars_knees|hop_puddles|climb_fences,yellow|window|lion|cats|clap|banjo|attn_check|garbage|look_left|potatoes|opera|song|sad|maple_syrup|dance|cave|pond
c5f8f2cf417c,2026-04-20 15:08:27,2026-04-20 15:13:46,IP Address,100,318,True,2026-04-20 15:13:47,R_3NPWWUEjfqRVkZd,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|horse|pig,14,5,50,9,35,26,25,30,3,26,26,34,12,7,50,16,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,Prefer not to specify,NA,Prefer not to specify,none,the fictional group of people,generic,NA,FL_15,NA,climb_fences|can_flip_air|flap_arms_happy|draw_stars_knees|scared_ladybugs|bounce_ball_head|dont_like_icecream|dont_like_mud|eat_flowers|chase_shadows|like_sing|sleep_trees|freckles_feet|stripes_hair|babies_blankets|hop_puddles,sad|potatoes|lion|opera|maple_syrup|pond|window|clap|yellow|look_left|banjo|song|dance|garbage|attn_check|cats|cave
6a1d246b4ec5,2026-04-20 15:06:30,2026-04-20 15:14:01,IP Address,100,450,True,2026-04-20 15:14:02,R_1veSNM7mTDk2WHL,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|pig|cow|dog,10,5,60,40,15,50,30,50,10,25,50,65,65,25,30,35,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Assessing what people assume about a group of people after being given some trivia about said group.,generic,NA,FL_15,NA,like_sing|flap_arms_happy|stripes_hair|sleep_trees|draw_stars_knees|scared_ladybugs|freckles_feet|eat_flowers|bounce_ball_head|dont_like_icecream|dont_like_mud|chase_shadows|babies_blankets|can_flip_air|climb_fences|hop_puddles,window|cave|opera|dance|garbage|yellow|song|sad|lion|potatoes|pond|look_left|maple_syrup|banjo|clap|cats|attn_check
c0a969c05b39,2026-04-20 15:07:11,2026-04-20 15:14:07,IP Address,100,416,True,2026-04-20 15:14:07,R_5xFz9uKu6FV5Ik0,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|bird|cow,1,1,15,10,25,95,50,1,5,10,4,25,15,1,5,2,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,inferences from limited information,specific,NA,FL_14,like_sing|babies_blankets|dont_like_icecream|flap_arms_happy|sleep_trees|bounce_ball_head|draw_stars_knees|chase_shadows|dont_like_mud|stripes_hair|climb_fences|can_flip_air|hop_puddles|freckles_feet|eat_flowers|scared_ladybugs,NA,look_left|dance|attn_check|cave|pond|song|maple_syrup|garbage|cats|yellow|lion|sad|potatoes|clap|opera|window|banjo
e495e93040d7,2026-04-20 15:07:03,2026-04-20 15:14:14,IP Address,100,430,True,2026-04-20 15:14:14,R_1czRrSFkyGxULhg,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,4,1,5,5,25,15,3,10,1,10,1,95,10,1,11,3,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,what traits are assumed about a group of people after being shown visuals,generic,NA,FL_15,NA,babies_blankets|bounce_ball_head|dont_like_icecream|scared_ladybugs|climb_fences|sleep_trees|draw_stars_knees|chase_shadows|stripes_hair|flap_arms_happy|hop_puddles|eat_flowers|can_flip_air|freckles_feet|like_sing|dont_like_mud,attn_check|maple_syrup|potatoes|window|sad|garbage|banjo|lion|opera|look_left|clap|song|cave|yellow|pond|cats|dance
0a0741fef468,2026-04-20 14:36:56,2026-04-20 15:14:18,IP Address,100,2241,True,2026-04-20 15:14:19,R_3dvp2Rher43wG5j,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|bird|cow|pig,84,7,79,7,2,13,3,3,50,47,50,49,10,2,90,17,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,not sure at all,baseline,NA,FL_24,NA,NA,window|dance|attn_check|lion|clap|cats|cave|pond|sad|yellow|potatoes|look_left|garbage|banjo|song|opera|maple_syrup
47b4baa864e6,2026-04-20 15:08:01,2026-04-20 15:14:26,IP Address,100,384,True,2026-04-20 15:14:27,R_3POKVULINxYzgzf,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|cow|dog,19,7,89,86,10,56,18,33,20,8,97,61,48,81,75,64,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Middle Eastern or North African,NA,"Doctoral (Ph.D., J.D., M.D.)",n/a,generalized learning?,specific,NA,FL_14,flap_arms_happy|draw_stars_knees|babies_blankets|chase_shadows|climb_fences|dont_like_mud|stripes_hair|bounce_ball_head|dont_like_icecream|sleep_trees|eat_flowers|like_sing|scared_ladybugs|freckles_feet|hop_puddles|can_flip_air,NA,yellow|look_left|cats|maple_syrup|clap|potatoes|attn_check|banjo|window|opera|pond|sad|garbage|cave|dance|song|lion
206d6e344533,2026-04-20 15:07:56,2026-04-20 15:14:59,IP Address,100,422,True,2026-04-20 15:14:59,R_3BSWw7vwGPsiCI1,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|bird|pig,10,10,25,10,25,5,50,5,5,20,10,20,5,5,30,15,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,South or Southeast Asian,NA,"Bachelor's (B.A., B.S.)",There was no problems.,I think this study is about how we make assumption about people of different race based of an action by a single person of that race.,baseline,NA,FL_24,NA,NA,sad|potatoes|window|clap|banjo|look_left|cave|pond|opera|dance|maple_syrup|garbage|song|lion|yellow|attn_check|cats
ec3971b1e97d,2026-04-20 15:08:06,2026-04-20 15:15:01,IP Address,100,414,True,2026-04-20 15:15:02,R_6k2nGkuUVOpfAiY,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|cow|bird,17,11,68,63,20,11,15,20,0,64,66,88,18,7,22,51,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,don't know,generic,NA,FL_15,NA,flap_arms_happy|chase_shadows|can_flip_air|scared_ladybugs|freckles_feet|babies_blankets|climb_fences|stripes_hair|dont_like_icecream|like_sing|draw_stars_knees|hop_puddles|bounce_ball_head|sleep_trees|eat_flowers|dont_like_mud,attn_check|sad|look_left|maple_syrup|window|yellow|garbage|lion|cave|opera|dance|pond|cats|song|potatoes|clap|banjo
02fbcba74136,2026-04-20 14:57:24,2026-04-20 15:15:11,IP Address,100,1066,True,2026-04-20 15:15:11,R_6IgQ6JpeejRze5e,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|dog|bird|cow,50,1,10,15,4,1,25,1,5,40,10,10,10,1,30,10,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,Some college,NA,no idea.,specific,NA,FL_14,dont_like_mud|babies_blankets|dont_like_icecream|climb_fences|can_flip_air|draw_stars_knees|chase_shadows|like_sing|hop_puddles|flap_arms_happy|stripes_hair|eat_flowers|bounce_ball_head|freckles_feet|sleep_trees|scared_ladybugs,NA,maple_syrup|song|look_left|lion|cats|dance|garbage|yellow|sad|pond|cave|banjo|attn_check|potatoes|opera|window|clap
5797b4c4ec63,2026-04-20 15:06:45,2026-04-20 15:15:29,IP Address,100,523,True,2026-04-20 15:15:30,R_710fcH8rrM7Ugev,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|dog|cow,75,10,40,50,60,40,66,74,85,25,66,14,65,75,85,74,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I'm not really sure.,specific,NA,FL_14,eat_flowers|scared_ladybugs|sleep_trees|climb_fences|draw_stars_knees|hop_puddles|bounce_ball_head|stripes_hair|freckles_feet|like_sing|flap_arms_happy|chase_shadows|dont_like_icecream|can_flip_air|babies_blankets|dont_like_mud,NA,song|clap|garbage|yellow|maple_syrup|pond|lion|dance|cave|attn_check|sad|window|banjo|potatoes|opera|cats|look_left
909c9f898054,2026-04-20 15:09:09,2026-04-20 15:15:41,IP Address,100,392,True,2026-04-20 15:15:41,R_6ImcsYzOWaPnfcO,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|horse|cow,4,1,2,52,24,74,1,8,0,0,100,100,1,1,51,26,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,Yes,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,characteristics of fictional people,generic,NA,FL_15,NA,eat_flowers|draw_stars_knees|bounce_ball_head|flap_arms_happy|chase_shadows|dont_like_icecream|like_sing|climb_fences|babies_blankets|can_flip_air|sleep_trees|freckles_feet|hop_puddles|dont_like_mud|stripes_hair|scared_ladybugs,banjo|clap|look_left|pond|cats|opera|sad|potatoes|garbage|dance|maple_syrup|attn_check|yellow|window|lion|song|cave
78f0dd56554f,2026-04-20 15:08:27,2026-04-20 15:15:43,IP Address,100,436,True,2026-04-20 15:15:44,R_3tRUnUl2YIVXZmh,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|bird|pig,10,75,12,75,8,59,61,87,1,6,77,100,5,19,100,92,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",N/A,thought it was fun to think about what they would be like,specific,NA,FL_14,freckles_feet|eat_flowers|scared_ladybugs|hop_puddles|bounce_ball_head|like_sing|stripes_hair|chase_shadows|dont_like_icecream|draw_stars_knees|climb_fences|can_flip_air|babies_blankets|dont_like_mud|flap_arms_happy|sleep_trees,NA,banjo|yellow|potatoes|song|cave|clap|dance|pond|lion|maple_syrup|opera|attn_check|window|sad|garbage|look_left|cats
f78870905ca1,2026-04-20 15:03:55,2026-04-20 15:16:43,IP Address,100,767,True,2026-04-20 15:16:43,R_6tE7D1lFn3vcCCB,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|bird|pig,4,73,39,13,24,41,10,3,13,19,56,7,59,4,21,23,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,interepreting behaviors,specific,NA,FL_14,climb_fences|eat_flowers|babies_blankets|bounce_ball_head|dont_like_icecream|scared_ladybugs|like_sing|freckles_feet|hop_puddles|sleep_trees|can_flip_air|dont_like_mud|chase_shadows|stripes_hair|flap_arms_happy|draw_stars_knees,NA,garbage|dance|window|lion|pond|yellow|opera|maple_syrup|look_left|song|sad|potatoes|clap|banjo|cave|cats|attn_check
f06b36da5c40,2026-04-20 15:11:17,2026-04-20 15:16:55,IP Address,100,337,True,2026-04-20 15:16:55,R_7w3hY82BJ2DVfWx,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|pig|horse|bird,0,6,0,7,85,86,61,0,41,4,26,81,11,70,34,92,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,None,Zarpies,generic,NA,FL_15,NA,hop_puddles|dont_like_mud|can_flip_air|scared_ladybugs|dont_like_icecream|stripes_hair|freckles_feet|chase_shadows|flap_arms_happy|draw_stars_knees|climb_fences|eat_flowers|bounce_ball_head|sleep_trees|babies_blankets|like_sing,banjo|opera|song|attn_check|dance|lion|cave|maple_syrup|pond|garbage|clap|sad|window|yellow|potatoes|cats|look_left
ae61c193b23b,2026-04-20 15:03:27,2026-04-20 15:17:02,IP Address,100,815,True,2026-04-20 15:17:02,R_55KnMC3f5kpX12P,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|bird|horse,10,15,20,22,99,86,54,89,11,30,40,100,36,80,35,65,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,South or Southeast Asian,NA,"Bachelor's (B.A., B.S.)",No issues,I think this study is to see how people make assumptions about groups of people based on information given about some of their characteristics.,generic,NA,FL_15,NA,flap_arms_happy|can_flip_air|draw_stars_knees|eat_flowers|like_sing|babies_blankets|bounce_ball_head|climb_fences|hop_puddles|chase_shadows|sleep_trees|scared_ladybugs|dont_like_icecream|stripes_hair|dont_like_mud|freckles_feet,maple_syrup|garbage|look_left|song|window|yellow|lion|opera|cats|attn_check|pond|potatoes|banjo|clap|cave|sad|dance
784f17b0cd8f,2026-04-20 15:07:36,2026-04-20 15:17:26,IP Address,100,589,True,2026-04-20 15:17:26,R_68MTmxiskYMsFoY,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,4,1,10,10,51,2,5,1,1,30,1,50,1,1,3,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,This study was about generalizing among populations of people.,generic,NA,FL_15,NA,dont_like_mud|like_sing|scared_ladybugs|draw_stars_knees|can_flip_air|freckles_feet|eat_flowers|climb_fences|bounce_ball_head|hop_puddles|flap_arms_happy|sleep_trees|dont_like_icecream|stripes_hair|chase_shadows|babies_blankets,potatoes|lion|sad|maple_syrup|pond|dance|cats|garbage|window|banjo|yellow|attn_check|look_left|clap|opera|cave|song
9098c8a295e9,2026-04-20 15:11:10,2026-04-20 15:17:34,IP Address,100,384,True,2026-04-20 15:17:34,R_5ZQuFPkB0pua2NM,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|cow|pig,75,5,49,33,24,24,76,72,61,35,80,30,34,50,50,36,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,Stereotyping people? I really have no idea.,baseline,NA,FL_24,NA,NA,maple_syrup|potatoes|sad|garbage|look_left|cave|window|opera|banjo|clap|pond|yellow|attn_check|cats|dance|song|lion
78d335ffc686,2026-04-20 15:07:46,2026-04-20 15:17:42,IP Address,100,596,True,2026-04-20 15:17:42,R_6VjbIN1qsXWdTfX,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|bird|dog,5,12,18,25,40,14,35,10,8,32,22,60,16,5,20,19,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,Hispanic or Latino/a,NA,High school/GED,NA,recognizing racial preferences/judgements/stigmas,specific,NA,FL_14,freckles_feet|dont_like_icecream|can_flip_air|draw_stars_knees|climb_fences|stripes_hair|babies_blankets|chase_shadows|scared_ladybugs|like_sing|hop_puddles|bounce_ball_head|flap_arms_happy|dont_like_mud|eat_flowers|sleep_trees,NA,maple_syrup|opera|banjo|garbage|attn_check|cave|lion|window|potatoes|cats|clap|sad|dance|yellow|song|look_left|pond
468c8d96c64b,2026-04-20 15:11:45,2026-04-20 15:17:57,IP Address,100,372,True,2026-04-20 15:17:58,R_17pTf9a6xV9SY6J,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|horse|bird,85,60,70,30,92,100,90,85,13,30,90,66,15,90,75,100,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,Hispanic or Latino/a,NA,High school/GED,NA,I think this study is either about discrimination or judging marginalized people.,baseline,NA,FL_24,NA,NA,potatoes|window|maple_syrup|yellow|opera|look_left|cave|clap|attn_check|song|sad|cats|garbage|dance|lion|banjo|pond
85daf994b048,2026-04-20 15:12:43,2026-04-20 15:17:58,IP Address,100,315,True,2026-04-20 15:17:58,R_6dJYpkk7ZGSVmTa,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|bird|pig|dog,5,99,50,3,1,5,34,2,10,10,25,100,5,2,10,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,Whimsy and mirth,baseline,NA,FL_24,NA,NA,song|potatoes|sad|cats|garbage|pond|window|maple_syrup|look_left|yellow|banjo|opera|dance|attn_check|lion|cave|clap
f5f899042bd2,2026-04-20 15:10:47,2026-04-20 15:18:19,IP Address,100,452,True,2026-04-20 15:18:20,R_7fxm8DJKRlnLYyW,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|cow|pig,17,4,37,6,49,3,3,49,20,24,57,91,12,2,14,14,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,how we project our behavior on to other cultures,specific,NA,FL_14,sleep_trees|flap_arms_happy|like_sing|bounce_ball_head|eat_flowers|can_flip_air|stripes_hair|hop_puddles|scared_ladybugs|dont_like_mud|freckles_feet|draw_stars_knees|chase_shadows|climb_fences|babies_blankets|dont_like_icecream,NA,banjo|pond|lion|opera|dance|song|maple_syrup|yellow|cave|garbage|sad|cats|potatoes|attn_check|window|clap|look_left
91f80d3c9f6a,2026-04-20 14:52:39,2026-04-20 15:18:25,IP Address,100,1546,True,2026-04-20 15:18:26,R_3O9GIa1yq9Mw0pz,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|bird|pig|cow,50,50,50,50,50,50,25,75,20,50,50,70,50,50,36,25,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a,Black or African American",NA,Some college,NA,Assumptions we make about the group after hearing different statements about them,specific,NA,FL_14,like_sing|flap_arms_happy|babies_blankets|scared_ladybugs|stripes_hair|dont_like_icecream|bounce_ball_head|climb_fences|draw_stars_knees|hop_puddles|freckles_feet|chase_shadows|eat_flowers|sleep_trees|dont_like_mud|can_flip_air,NA,garbage|pond|song|clap|dance|attn_check|cave|lion|window|banjo|maple_syrup|look_left|potatoes|sad|yellow|opera|cats
fc4efd6f311e,2026-04-20 15:10:00,2026-04-20 15:18:36,IP Address,100,515,True,2026-04-20 15:18:36,R_7TgQMNYGu77KLdf,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,95,95,10,10,5,75,30,87,4,20,7,96,75,64,99,77,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,perception of people by their unusual name or anctics,baseline,NA,FL_24,NA,NA,window|dance|potatoes|yellow|look_left|lion|cave|sad|banjo|clap|song|garbage|cats|maple_syrup|attn_check|opera|pond
e6208eaa2d7f,2026-04-20 15:12:26,2026-04-20 15:18:57,IP Address,100,391,True,2026-04-20 15:18:58,R_72H2C4T60r26Q93,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|horse|dog,0,0,75,25,10,25,0,25,25,75,75,75,75,5,10,5,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",I did not have any problems.,To see how people evaluate fictitious people?,generic,NA,FL_15,NA,flap_arms_happy|dont_like_mud|freckles_feet|babies_blankets|chase_shadows|dont_like_icecream|sleep_trees|scared_ladybugs|hop_puddles|can_flip_air|climb_fences|bounce_ball_head|eat_flowers|like_sing|draw_stars_knees|stripes_hair,garbage|pond|potatoes|cats|yellow|attn_check|song|clap|dance|banjo|maple_syrup|window|look_left|lion|cave|sad|opera
949b4243bfde,2026-04-20 15:08:47,2026-04-20 15:18:59,IP Address,100,611,True,2026-04-20 15:18:59,R_1haacUNQInvhU1m,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|cow|pig,35,10,7,7,50,2,50,2,3,50,10,75,5,1,85,5,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Fictional group bias,generic,NA,FL_15,NA,dont_like_mud|chase_shadows|stripes_hair|climb_fences|eat_flowers|can_flip_air|sleep_trees|bounce_ball_head|hop_puddles|flap_arms_happy|freckles_feet|like_sing|babies_blankets|dont_like_icecream|scared_ladybugs|draw_stars_knees,song|lion|opera|yellow|pond|potatoes|cave|look_left|cats|dance|window|clap|maple_syrup|banjo|garbage|attn_check|sad
7128839c00c2,2026-04-20 15:10:20,2026-04-20 15:19:01,IP Address,100,520,True,2026-04-20 15:19:01,R_7K8cvQMkmoqMUxj,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|cow|bird|pig,75,100,71,62,100,100,76,100,76,62,100,80,64,100,34,100,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,it was cool,generic,NA,FL_15,NA,hop_puddles|dont_like_icecream|chase_shadows|flap_arms_happy|stripes_hair|freckles_feet|like_sing|dont_like_mud|can_flip_air|sleep_trees|eat_flowers|climb_fences|bounce_ball_head|scared_ladybugs|draw_stars_knees|babies_blankets,attn_check|clap|dance|garbage|yellow|lion|window|opera|look_left|maple_syrup|potatoes|song|cave|sad|cats|banjo|pond
551dc9da9ad2,2026-04-20 15:11:02,2026-04-20 15:19:15,IP Address,100,493,True,2026-04-20 15:19:16,R_6QNLNxdX6qOymL7,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|cow|bird,70,30,40,25,100,30,100,100,15,60,50,65,20,75,80,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,none,our perception of others???,baseline,NA,FL_24,NA,NA,look_left|clap|cats|opera|dance|garbage|maple_syrup|potatoes|banjo|pond|attn_check|window|yellow|lion|cave|sad|song
2268d99b70ad,2026-04-20 15:12:35,2026-04-20 15:19:46,IP Address,100,430,True,2026-04-20 15:19:47,R_7Idg5CgkYDSHPKw,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|pig|dog|bird,60,25,30,30,20,30,15,25,25,30,75,50,20,15,65,40,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"Stereotyping, racial identity/perceptions",specific,NA,FL_14,babies_blankets|stripes_hair|climb_fences|draw_stars_knees|sleep_trees|can_flip_air|chase_shadows|hop_puddles|flap_arms_happy|freckles_feet|dont_like_mud|dont_like_icecream|scared_ladybugs|bounce_ball_head|eat_flowers|like_sing,NA,attn_check|song|cats|lion|yellow|opera|banjo|potatoes|maple_syrup|window|dance|cave|look_left|garbage|pond|clap|sad
98389a56f965,2026-04-20 15:13:49,2026-04-20 15:19:56,IP Address,100,367,True,2026-04-20 15:19:57,R_5LXKjA1r7uHvr1A,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|dog|cow|horse,5,64,25,78,2,26,3,52,3,51,78,100,12,2,50,88,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Middle Eastern or North African,NA,"Doctoral (Ph.D., J.D., M.D.)",NA,Perceptions about a group of people,generic,NA,FL_15,NA,chase_shadows|dont_like_mud|flap_arms_happy|draw_stars_knees|dont_like_icecream|babies_blankets|eat_flowers|can_flip_air|bounce_ball_head|hop_puddles|scared_ladybugs|like_sing|climb_fences|freckles_feet|sleep_trees|stripes_hair,banjo|window|maple_syrup|cave|sad|pond|look_left|opera|attn_check|cats|lion|yellow|garbage|dance|song|clap|potatoes
