hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,num_generics,total_utt,training_structure,training_features_order,FL_12_DO,InductionTask_DO
2c8375f45529,2025-03-10 08:59:09,2025-03-10 09:10:02,IP Address,100,653,True,2025-03-10 09:10:02,R_5gYv5Jtu6Wur3hv,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|pig|bird|horse,25,25,50,50,98,98,95,75,98,50,100,80,100,25,90,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I am not sure beyond answering questions about the fictional group of people.,4/12,4,12,GSSSSGSGGSSS,freckles_feet|flap_arms_happy|hop_puddles|like_sing|can_flip_air|eat_flowers|dont_like_mud|sleep_trees|babies_blankets|draw_stars_knees|dont_like_icecream|stripes_hair,FL_38,banjo|look_left|yellow|garbage|opera|cats|dance|lion|potatoes|sad|attn_check|window|pond|cave|song|clap|maple_syrup
4457ec197177,2025-03-10 08:57:38,2025-03-10 09:10:03,IP Address,100,745,True,2025-03-10 09:10:04,R_731NkwWbR3Qi9Aq,anonymous,EN,I consent,"Yes, I will",cow,bird|horse|pig|cow|dog,0,0,6,13,50,23,3,3,14,55,12,81,11,3,5,10,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,Black or African American,NA,"Master's (M.A., M.S.)",NA,it was requiring me make assumptions about fictional characters,4/4,4,4,GGGG,can_flip_air|bounce_ball_head|stripes_hair|like_sing,FL_36,cats|song|opera|garbage|clap|yellow|dance|attn_check|cave|potatoes|sad|look_left|maple_syrup|lion|pond|banjo|window
f5f4691a7bc5,2025-03-10 09:04:35,2025-03-10 09:10:11,IP Address,100,335,True,2025-03-10 09:10:11,R_6I0H2Ap75GIk1xG,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,1,0,5,10,1,1,0,2,25,25,5,20,10,0,5,1,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,To find out just how much you can talk down to a person and treat them like a child.,8/8,8,8,GGGGGGGG,dont_like_mud|can_flip_air|like_sing|sleep_trees|flap_arms_happy|scared_ladybugs|dont_like_icecream|chase_shadows,FL_40,maple_syrup|lion|garbage|banjo|sad|window|clap|dance|pond|attn_check|opera|yellow|look_left|potatoes|song|cats|cave
5fd5e96f5ad2,2025-03-10 08:52:55,2025-03-10 09:10:15,IP Address,100,1040,True,2025-03-10 09:10:15,R_6F4aORGCX5vVqIp,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|horse|pig|dog,23,50,34,42,49,24,12,76,49,64,99,88,51,0,24,64,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,judging ethnic groups,12/12,12,12,GGGGGGGGGGGG,dont_like_icecream|like_sing|climb_fences|flap_arms_happy|sleep_trees|hop_puddles|babies_blankets|can_flip_air|dont_like_mud|stripes_hair|draw_stars_knees|freckles_feet,FL_43,dance|look_left|clap|window|maple_syrup|sad|cave|potatoes|pond|cats|song|banjo|attn_check|garbage|yellow|lion|opera
5d227ab34dae,2025-03-10 08:57:52,2025-03-10 09:10:17,IP Address,100,745,True,2025-03-10 09:10:18,R_6D6s2Os4ZgaDKDz,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|horse|dog|bird,100,25,50,30,100,100,100,100,76,51,100,100,25,76,100,15,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,Some college,None,I think it was about how to we preceive people base on their nationalality. I believe that some people judge others based on what certain people do in their group.,12/12,12,12,GGGGGGGGGGGG,climb_fences|flap_arms_happy|dont_like_icecream|draw_stars_knees|can_flip_air|scared_ladybugs|freckles_feet|hop_puddles|sleep_trees|dont_like_mud|like_sing|eat_flowers,FL_43,cave|sad|lion|attn_check|dance|song|opera|potatoes|window|pond|look_left|yellow|banjo|cats|maple_syrup|garbage|clap
9229950d145c,2025-03-10 09:06:44,2025-03-10 09:10:23,IP Address,100,219,True,2025-03-10 09:10:24,R_6dLYJ9Uyxw0ZMfi,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|dog|bird,41,15,5,6,1,2,8,2,1,9,57,39,1,3,43,3,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,Our impressions of a fictional set of people,baseline,NA,NA,NA,NA,FL_14,garbage|attn_check|look_left|song|potatoes|banjo|window|opera|cave|maple_syrup|pond|dance|cats|clap|sad|yellow|lion
c42de6ccb293,2025-03-10 09:05:06,2025-03-10 09:10:50,IP Address,100,344,True,2025-03-10 09:10:50,R_3fjd9HgmRUgI3f3,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|cow|bird|dog,3,2,2,2,2,2,3,2,2,2,100,2,2,2,2,2,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,none,perception,12/16,12,16,GGGSGGGSGGGGGSGS,dont_like_icecream|chase_shadows|climb_fences|eat_flowers|sleep_trees|hop_puddles|scared_ladybugs|dont_like_mud|stripes_hair|bounce_ball_head|like_sing|freckles_feet|babies_blankets|draw_stars_knees|flap_arms_happy|can_flip_air,FL_44,dance|cave|look_left|attn_check|maple_syrup|song|yellow|opera|cats|banjo|clap|sad|window|lion|garbage|pond|potatoes
02e8aca048ac,2025-03-10 08:57:27,2025-03-10 09:11:13,IP Address,100,825,True,2025-03-10 09:11:13,R_72Lg6yUqohctFOH,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|dog|cow|horse,5,1,26,2,9,1,51,95,0,82,0,82,49,1,81,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,NA,16/16,16,16,GGGGGGGGGGGGGGGG,bounce_ball_head|dont_like_icecream|hop_puddles|climb_fences|stripes_hair|draw_stars_knees|freckles_feet|like_sing|sleep_trees|chase_shadows|flap_arms_happy|eat_flowers|scared_ladybugs|dont_like_mud|babies_blankets|can_flip_air,FL_45,potatoes|cave|look_left|attn_check|sad|dance|cats|garbage|song|window|maple_syrup|banjo|lion|clap|opera|yellow|pond
25f5a378b1b3,2025-03-10 09:06:06,2025-03-10 09:11:14,IP Address,100,307,True,2025-03-10 09:11:14,R_5whFLsC34WToGca,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|horse|dog|pig,10,4,5,16,4,8,18,3,8,11,8,25,5,9,3,30,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,Some college,NA,Your opinion about a group of people and how they act,4/16,4,16,SGSSSSSSGSGSSSSG,can_flip_air|babies_blankets|sleep_trees|flap_arms_happy|dont_like_mud|chase_shadows|dont_like_icecream|freckles_feet|like_sing|hop_puddles|bounce_ball_head|draw_stars_knees|stripes_hair|scared_ladybugs|eat_flowers|climb_fences,FL_39,potatoes|pond|look_left|song|maple_syrup|clap|cave|sad|opera|attn_check|cats|lion|dance|window|yellow|garbage|banjo
3e23818fdd27,2025-03-10 09:04:23,2025-03-10 09:11:21,IP Address,100,418,True,2025-03-10 09:11:22,R_3wRg4yTtxwetAUd,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|cow|pig|dog,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",n/a,perception of people,0/8,0,8,SSSSSSSS,climb_fences|stripes_hair|sleep_trees|dont_like_mud|dont_like_icecream|chase_shadows|bounce_ball_head|draw_stars_knees,FL_24,attn_check|lion|clap|look_left|cave|banjo|maple_syrup|sad|opera|garbage|song|yellow|window|dance|potatoes|cats|pond
90c81aeda15f,2025-03-10 09:04:33,2025-03-10 09:11:22,IP Address,100,408,True,2025-03-10 09:11:22,R_3NBIiHIua1nsK3L,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,0,7,84,75,85,37,8,48,19,84,88,90,59,12,21,17,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,High school/GED,NA,talking about a group of fictional people,4/12,4,12,SSSSSSGGGSGS,climb_fences|freckles_feet|dont_like_mud|eat_flowers|bounce_ball_head|stripes_hair|like_sing|chase_shadows|flap_arms_happy|sleep_trees|hop_puddles|babies_blankets,FL_38,opera|sad|window|maple_syrup|yellow|lion|banjo|attn_check|cave|potatoes|cats|dance|song|look_left|clap|garbage|pond
821e6500d909,2025-03-10 09:03:36,2025-03-10 09:11:23,IP Address,100,467,True,2025-03-10 09:11:23,R_6KqBKt4UcEv5zoR,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|cow|bird|dog,99,98,98,98,98,98,98,98,97,98,99,99,99,98,98,98,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,unsure,16/16,16,16,GGGGGGGGGGGGGGGG,sleep_trees|eat_flowers|babies_blankets|scared_ladybugs|chase_shadows|bounce_ball_head|hop_puddles|flap_arms_happy|like_sing|freckles_feet|stripes_hair|dont_like_icecream|climb_fences|dont_like_mud|draw_stars_knees|can_flip_air,FL_45,look_left|cats|potatoes|banjo|cave|maple_syrup|opera|clap|attn_check|yellow|song|pond|lion|sad|garbage|window|dance
9bff0bfc3be1,2025-03-10 09:05:43,2025-03-10 09:11:27,IP Address,100,343,True,2025-03-10 09:11:27,R_1pg7RTSh49nse1A,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|dog|pig,50,24,75,60,55,61,82,85,10,70,100,100,51,68,36,34,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",No,I honestly do now know.,12/12,12,12,GGGGGGGGGGGG,scared_ladybugs|freckles_feet|like_sing|sleep_trees|eat_flowers|can_flip_air|chase_shadows|flap_arms_happy|draw_stars_knees|climb_fences|stripes_hair|bounce_ball_head,FL_43,sad|pond|attn_check|garbage|cats|cave|dance|maple_syrup|clap|yellow|look_left|potatoes|banjo|song|lion|opera|window
ca1055b7c823,2025-03-10 08:53:15,2025-03-10 09:11:30,IP Address,100,1094,True,2025-03-10 09:11:31,R_6kb9WqeAp3W3lQS,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|cow|bird,40,23,52,25,50,50,11,52,24,61,29,41,13,13,50,51,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,NA,8/12,8,12,GGSGGSGGSSGG,climb_fences|flap_arms_happy|stripes_hair|scared_ladybugs|hop_puddles|can_flip_air|dont_like_icecream|eat_flowers|chase_shadows|like_sing|bounce_ball_head|draw_stars_knees,FL_41,maple_syrup|attn_check|cats|cave|window|yellow|pond|garbage|opera|clap|song|look_left|lion|dance|potatoes|sad|banjo
fd4dbd3ce086,2025-03-10 09:00:22,2025-03-10 09:11:43,IP Address,100,681,True,2025-03-10 09:11:44,R_5OIbvoLOltLKl0m,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|cow|pig|bird,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",None,Stereotyping based on perceptions of an insignificant sample,8/12,8,12,GSGGGSGSGSGG,hop_puddles|scared_ladybugs|dont_like_mud|babies_blankets|flap_arms_happy|stripes_hair|draw_stars_knees|can_flip_air|like_sing|sleep_trees|bounce_ball_head|freckles_feet,FL_41,pond|cave|clap|garbage|potatoes|dance|maple_syrup|attn_check|sad|lion|banjo|window|cats|song|look_left|yellow|opera
9c2d56d37d3e,2025-03-10 08:52:45,2025-03-10 09:12:26,IP Address,100,1180,True,2025-03-10 09:12:26,R_5477p28QhwYDu1t,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|bird|pig,61,0,65,24,75,69,50,25,37,64,95,99,61,12,59,8,100,Listening to songs from a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"Native American, American Indian, or Alaska Native",NA,"Master's (M.A., M.S.)",no,A study about group of fictional peoples,0/12,0,12,SSSSSSSSSSSS,dont_like_mud|stripes_hair|freckles_feet|dont_like_icecream|eat_flowers|sleep_trees|flap_arms_happy|can_flip_air|babies_blankets|bounce_ball_head|hop_puddles|like_sing,FL_34,cats|song|clap|yellow|lion|garbage|dance|window|cave|opera|attn_check|potatoes|sad|banjo|look_left|maple_syrup|pond
f80532a19290,2025-03-10 08:55:43,2025-03-10 09:12:32,IP Address,100,1009,True,2025-03-10 09:12:32,R_5Q600P840r5RjKk,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,0,0,0,50,0,0,0,0,0,0,25,50,50,0,0,0,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,Black or African American,NA,Some college,NO,To be able to imagine how fictional things behave.,12/12,12,12,GGGGGGGGGGGG,chase_shadows|bounce_ball_head|eat_flowers|stripes_hair|can_flip_air|like_sing|draw_stars_knees|flap_arms_happy|freckles_feet|sleep_trees|climb_fences|hop_puddles,FL_43,pond|clap|potatoes|cats|maple_syrup|opera|sad|cave|look_left|lion|garbage|song|yellow|attn_check|banjo|window|dance
4a4795e4cab6,2025-03-10 08:57:59,2025-03-10 09:12:54,IP Address,100,894,True,2025-03-10 09:12:55,R_2vdFbTxIBhc5zJe,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|bird|pig,47,59,50,50,62,56,39,60,65,60,50,73,63,64,49,59,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)","no, everything was smooth",answering questions about fictional group of people called Zarpies,0/12,0,12,SSSSSSSSSSSS,babies_blankets|stripes_hair|scared_ladybugs|climb_fences|eat_flowers|freckles_feet|draw_stars_knees|sleep_trees|hop_puddles|dont_like_mud|dont_like_icecream|can_flip_air,FL_34,attn_check|potatoes|window|maple_syrup|banjo|cave|dance|yellow|sad|song|lion|clap|look_left|cats|garbage|pond|opera
059a000f2cfa,2025-03-10 09:05:13,2025-03-10 09:12:55,IP Address,100,461,True,2025-03-10 09:12:56,R_5ImWvXwmeDo6q5d,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,6,22,61,16,41,57,35,58,27,31,70,53,17,30,1,36,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,Prefer not to specify,NA,"Bachelor's (B.A., B.S.)",none,No idea,8/16,8,16,GSGGSSSGSGSSGSGG,freckles_feet|draw_stars_knees|sleep_trees|eat_flowers|bounce_ball_head|flap_arms_happy|babies_blankets|climb_fences|chase_shadows|dont_like_icecream|dont_like_mud|stripes_hair|hop_puddles|can_flip_air|like_sing|scared_ladybugs,FL_42,song|banjo|cave|window|sad|attn_check|opera|dance|cats|look_left|pond|lion|garbage|maple_syrup|clap|yellow|potatoes
4b2bb86542f8,2025-03-10 09:08:29,2025-03-10 09:13:05,IP Address,100,275,True,2025-03-10 09:13:05,R_1IbJXP2w8zYjrUp,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|bird|cow|pig,79,37,75,42,68,74,38,64,20,65,83,85,34,15,98,51,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Our opinion on how people are alike that are part of the same species,0/4,0,4,SSSS,stripes_hair|babies_blankets|dont_like_icecream|bounce_ball_head,FL_15,yellow|sad|garbage|potatoes|attn_check|opera|dance|song|clap|banjo|cats|window|lion|pond|look_left|cave|maple_syrup
eb57ae2fdffc,2025-03-10 08:56:19,2025-03-10 09:13:53,IP Address,100,1053,True,2025-03-10 09:13:53,R_7fcOF4rOVlgzjX9,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|pig|dog,46,42,49,50,54,45,53,65,55,57,64,53,63,59,57,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,East Asian,NA,"Master's (M.A., M.S.)",No,inference from photoes based on appearance and behavior of one group of people,16/16,16,16,GGGGGGGGGGGGGGGG,bounce_ball_head|stripes_hair|babies_blankets|flap_arms_happy|eat_flowers|dont_like_mud|climb_fences|freckles_feet|like_sing|chase_shadows|dont_like_icecream|draw_stars_knees|scared_ladybugs|sleep_trees|can_flip_air|hop_puddles,FL_45,pond|look_left|banjo|window|dance|clap|garbage|maple_syrup|attn_check|sad|potatoes|song|yellow|opera|lion|cats|cave
925a9adc449a,2025-03-10 09:09:15,2025-03-10 09:15:18,IP Address,100,362,True,2025-03-10 09:15:18,R_5e3wjWvprhP0WXN,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|cow|dog,11,35,25,70,10,50,60,65,5,5,60,90,65,90,61,40,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,To see our impressions of a group of people that act goofy,0/4,0,4,SSSS,flap_arms_happy|stripes_hair|sleep_trees|scared_ladybugs,FL_15,window|lion|potatoes|yellow|maple_syrup|attn_check|look_left|cave|banjo|clap|song|sad|garbage|cats|opera|pond|dance
ce067fb8a621,2025-03-10 09:09:04,2025-03-10 09:15:30,IP Address,100,386,True,2025-03-10 09:15:31,R_1goHWdjldCHKcAo,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|horse|pig,70,20,43,15,35,65,40,17,60,75,70,62,80,47,90,55,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Stereotypes against certain groups,4/16,4,16,GSGSSSGSSGSSSSSS,stripes_hair|babies_blankets|chase_shadows|like_sing|flap_arms_happy|dont_like_icecream|freckles_feet|dont_like_mud|climb_fences|eat_flowers|hop_puddles|bounce_ball_head|can_flip_air|sleep_trees|scared_ladybugs|draw_stars_knees,FL_39,banjo|yellow|cats|lion|opera|window|clap|look_left|potatoes|dance|sad|pond|attn_check|garbage|cave|song|maple_syrup
7480e47015b0,2025-03-10 09:11:15,2025-03-10 09:15:45,IP Address,100,269,True,2025-03-10 09:15:45,R_1736kdp0a98NDnb,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|dog|horse,50,75,77,63,10,93,40,76,23,63,90,90,10,76,75,99,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",N/A,I liked it!,4/8,4,8,GGSSSSGG,climb_fences|babies_blankets|stripes_hair|can_flip_air|chase_shadows|freckles_feet|dont_like_icecream|hop_puddles,FL_37,potatoes|cats|dance|opera|window|pond|look_left|cave|yellow|maple_syrup|clap|song|garbage|banjo|sad|attn_check|lion
4da223eef3ac,2025-03-10 08:56:17,2025-03-10 09:16:07,IP Address,100,1189,True,2025-03-10 09:16:07,R_1sgTDLhs1VDhf5n,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|bird|cow,55,38,65,45,63,83,47,61,38,50,49,66,50,62,61,73,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,NA,8/12,8,12,SGGSGGGSGGSG,stripes_hair|hop_puddles|babies_blankets|can_flip_air|bounce_ball_head|chase_shadows|dont_like_mud|like_sing|dont_like_icecream|freckles_feet|climb_fences|draw_stars_knees,FL_41,yellow|maple_syrup|garbage|dance|cats|sad|banjo|lion|pond|clap|window|opera|look_left|song|potatoes|cave|attn_check
be034cfa7f8b,2025-03-10 09:08:31,2025-03-10 09:16:10,IP Address,100,459,True,2025-03-10 09:16:11,R_7lY0yYRHJvofRfZ,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|cow|pig|horse,5,3,34,14,19,10,5,8,4,24,8,76,19,2,55,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,personality perspectives,8/12,8,12,SGGGGGGSSSGG,eat_flowers|stripes_hair|draw_stars_knees|freckles_feet|can_flip_air|hop_puddles|dont_like_icecream|climb_fences|scared_ladybugs|babies_blankets|sleep_trees|chase_shadows,FL_41,song|look_left|pond|yellow|attn_check|sad|clap|potatoes|window|maple_syrup|cats|lion|banjo|dance|opera|garbage|cave
46d40f9bf67e,2025-03-10 09:09:00,2025-03-10 09:16:32,IP Address,100,451,True,2025-03-10 09:16:32,R_7rvLX7qixW6Kaav,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|bird|cow,2,10,17,10,2,51,5,1,24,15,10,76,7,50,13,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"Black or African American,Prefer not to specify",NA,Prefer not to specify,NA,Confusing,12/12,12,12,GGGGGGGGGGGG,eat_flowers|dont_like_mud|dont_like_icecream|can_flip_air|sleep_trees|draw_stars_knees|bounce_ball_head|stripes_hair|scared_ladybugs|like_sing|chase_shadows|freckles_feet,FL_43,yellow|clap|garbage|cats|attn_check|pond|lion|sad|banjo|window|dance|cave|look_left|song|opera|potatoes|maple_syrup
08639e72dd42,2025-03-10 09:09:53,2025-03-10 09:16:32,IP Address,100,399,True,2025-03-10 09:16:33,R_3YB2sZuYgnb7AyJ,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|bird|dog|cow,25,1,22,50,50,73,25,24,14,25,50,95,1,25,43,24,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,High school/GED,NA,my imagination,baseline,NA,NA,NA,NA,FL_14,pond|maple_syrup|cats|window|potatoes|banjo|clap|look_left|garbage|opera|song|lion|cave|attn_check|dance|yellow|sad
5a2f2e8e6198,2025-03-10 09:08:59,2025-03-10 09:16:46,IP Address,100,466,True,2025-03-10 09:16:46,R_1np9uzcYOO52XtN,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|dog|horse|cow,35,25,5,15,50,50,86,6,10,25,75,25,4,1,75,65,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"Probably like how people extrapolate generalizations across a unknown group or something like that. If I saw some random guy doing something, I wouldn't really think the entire group would also necessarily engage in that behavior.",12/16,12,16,GGGGGGGGSGGGGSSS,draw_stars_knees|flap_arms_happy|dont_like_icecream|sleep_trees|bounce_ball_head|scared_ladybugs|hop_puddles|climb_fences|freckles_feet|chase_shadows|stripes_hair|like_sing|can_flip_air|eat_flowers|babies_blankets|dont_like_mud,FL_44,look_left|cave|banjo|song|dance|opera|yellow|cats|potatoes|sad|attn_check|clap|garbage|pond|lion|maple_syrup|window
97bdadcb7c3d,2025-03-10 09:07:09,2025-03-10 09:16:47,IP Address,100,578,True,2025-03-10 09:16:47,R_6Yuna5RIqdHGA3x,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|pig|cow|horse,12,9,29,15,4,92,91,92,4,90,83,100,15,4,87,58,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,none,great. thank you,8/16,8,16,SGSGGGSGSSSSGSGG,can_flip_air|eat_flowers|scared_ladybugs|draw_stars_knees|freckles_feet|dont_like_icecream|bounce_ball_head|flap_arms_happy|climb_fences|stripes_hair|babies_blankets|hop_puddles|dont_like_mud|chase_shadows|like_sing|sleep_trees,FL_42,banjo|pond|yellow|song|look_left|maple_syrup|cave|lion|clap|sad|attn_check|garbage|cats|opera|window|potatoes|dance
6dcda621d4a2,2025-03-10 09:10:56,2025-03-10 09:17:29,IP Address,100,393,True,2025-03-10 09:17:30,R_3hzp11EET7twt6A,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|dog|pig|horse,25,15,10,10,15,30,20,20,10,15,45,40,25,15,25,20,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,How people judge a whole group based on one member of that group.,4/4,4,4,GGGG,chase_shadows|can_flip_air|bounce_ball_head|hop_puddles,FL_36,cats|maple_syrup|clap|cave|look_left|opera|garbage|potatoes|song|dance|sad|pond|window|attn_check|lion|banjo|yellow
